"Nombre Preferente","Idioma Nombre Preferente","Estatus Nombre Preferente","Variante","Idioma Variante","Grupo","Tipo Entidad","Municipio","Provincia","Comunidad Autónoma","Latitud A","Longitud A","Sistema de Referencia A","Latitud B","Longitud B","Sistema de Referencia B","Mapa","Fuente Nombre Preferente","Fuente Variante","Antes","Idioma Antes"
"Castro del Río","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º41'","-4º28'","ED50","37º40'55""","-4º28'4""","ETRS89","0945","REL",,,
"Doña Mencía","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º33'","-4º21'","ED50","37º32'55""","-4º21'4""","ETRS89","0967","REL",,,
"Dos Torres","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º26'","-4º53'","ED50","38º25'55""","-4º53'4""","ETRS89","0858","REL",,,
"Encinas Reales","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º16'","-4º29'","ED50","37º15'55""","-4º29'4""","ETRS89","1007","REL",,,
"Espejo","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º40'","-4º33'","ED50","37º39'55""","-4º33'4""","ETRS89","0944","REL",,,
"Espiel","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º11'","-5º00'","ED50","38º10'55""","-5º0'4""","ETRS89","0880","REL",,,
"Fernán-Núñez","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º40'","-4º43'","ED50","37º39'55""","-4º43'4""","ETRS89","0944","REL",,,
"Fuente Obejuna","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º16'","-5º25'","ED50","38º15'55""","-5º25'4""","ETRS89","0879","REL",,,
"Fuente Palmera","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º42'","-5º06'","ED50","37º41'55""","-5º6'4""","ETRS89","0943","REL",,,
"Hinojosa del Duque","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º30'","-5º08'","ED50","38º29'55""","-5º8'4""","ETRS89","0833","REL",,,
"Hornachuelos","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º49'","-5º14'","ED50","37º48'55""","-5º14'4""","ETRS89","0942","REL",,,
"Iznájar","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º15'","-4º18'","ED50","37º14'55""","-4º18'4""","ETRS89","1007","REL",,,
"Lucena","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º24'","-4º28'","ED50","37º23'55""","-4º28'4""","ETRS89","0989","REL",,,
"Luque","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º33'","-4º16'","ED50","37º32'55""","-4º16'4""","ETRS89","0967","REL",,,
"Montalbán de Córdoba","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º35'","-4º44'","ED50","37º34'55""","-4º44'4""","ETRS89","0966","REL",,,
"Montemayor","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º38'","-4º41'","ED50","37º37'55""","-4º41'4""","ETRS89","0966","REL",,,
"Montilla","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º35'","-4º38'","ED50","37º34'55""","-4º38'4""","ETRS89","0966","REL",,,
"Montoro","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º01'","-4º22'","ED50","38º0'55""","-4º22'4""","ETRS89","0903","REL",,,
"Moriles","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º26'","-4º36'","ED50","37º25'55""","-4º36'4""","ETRS89","0988","REL",,,
"Nueva Carteya","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º35'","-4º27'","ED50","37º34'55""","-4º27'4""","ETRS89","0967","REL",,,
"Palma del Río","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º42'","-5º17'","ED50","37º41'55""","-5º17'4""","ETRS89","0942","REL",,,
"Pedro Abad","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º58'","-4º27'","ED50","37º57'55""","-4º27'4""","ETRS89","0924","REL",,,
"Peñarroya-Pueblonuevo","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º18'","-5º15'","ED50","38º17'55""","-5º15'4""","ETRS89","0879","REL",,,
"Posadas","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º48'","-5º06'","ED50","37º47'55""","-5º6'4""","ETRS89","0943","REL",,,
"Pozoblanco","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º22'","-4º50'","ED50","38º21'55""","-4º50'4""","ETRS89","0859","REL",,,
"Priego de Córdoba","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º26'","-4º11'","ED50","37º25'55""","-4º11'4""","ETRS89","0989","REL",,,
"Puente Genil","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º23'","-4º46'","ED50","37º22'55""","-4º46'4""","ETRS89","0988","REL",,,
"La Rambla","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º36'","-4º44'","ED50","37º35'55""","-4º44'4""","ETRS89","0966","REL",,,
"Rute","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º19'","-4º22'","ED50","37º18'55""","-4º22'4""","ETRS89","1007","REL",,,
"Santaella","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º34'","-4º50'","ED50","37º33'55""","-4º50'4""","ETRS89","0966","REL",,,
"La Victoria","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º41'","-4º51'","ED50","37º40'55""","-4º51'4""","ETRS89","0944","REL",,,
"Villa del Río","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º59'","-4º17'","ED50","37º58'55""","-4º17'4""","ETRS89","0924","REL",,,
"Villafranca de Córdoba","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","37º57'","-4º32'","ED50","37º56'55""","-4º32'4""","ETRS89","0923","REL",,,
"Villanueva de Córdoba","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º19'","-4º37'","ED50","38º18'55""","-4º37'4""","ETRS89","0881","REL",,,
"Villaviciosa de Córdoba","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º04'","-5º00'","ED50","38º3'55""","-5º0'4""","ETRS89","0901","REL",,,
"El Viso","spa","Oficial",,,"POBLA","Población 2",,"Córdoba","Andalucía","38º29'","-4º57'","ED50","38º28'55""","-4º57'4""","ETRS89","0858","REL",,,
"Albolote","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º14'","-3º39'","ED50","37º13'55""","-3º39'4""","ETRS89","1009","REL",,,
"Albuñol","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º47'","-3º12'","ED50","36º46'55""","-3º12'4""","ETRS89","1056","REL",,,
"Alfacar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º14'","-3º34'","ED50","37º13'55""","-3º34'4""","ETRS89","1009","REL",,,
"Alhama de Granada","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º00'","-3º59'","ED50","36º59'55""","-3º59'4""","ETRS89","1025","REL",,,
"Alhendín","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º06'","-3º38'","ED50","37º5'55""","-3º38'4""","ETRS89","1026","REL",,,
"Almuñécar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º44'","-3º41'","ED50","36º43'55""","-3º41'4""","ETRS89","1055","REL",,,
"Armilla","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º08'","-3º37'","ED50","37º7'55""","-3º37'4""","ETRS89","1026","REL",,,
"Atarfe","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º13'","-3º41'","ED50","37º12'55""","-3º41'4""","ETRS89","1009","REL",,,
"Baza","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º29'","-2º46'","ED50","37º28'55""","-2º46'4""","ETRS89","0994","REL",,,
"Benalúa","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º21'","-3º09'","ED50","37º20'55""","-3º9'4""","ETRS89","0993","REL",,"Benalúa de Guadix","spa"
"Cájar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º08'","-3º34'","ED50","37º7'55""","-3º34'4""","ETRS89","1026","REL",,,
"Caniles","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º26'","-2º43'","ED50","37º25'55""","-2º43'4""","ETRS89","0994","REL",,,
"Castell de Ferro","spa","Oficial",,,"POBLA","Población 2","Gualchos","Granada","Andalucía","36º44'","-3º22'","ED50","36º43'55""","-3º22'4""","ETRS89","1056","REL",,,
"Cenes de la Vega","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º09'","-3º32'","ED50","37º8'55""","-3º32'4""","ETRS89","1026","REL",,,
"Chauchina","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º12'","-3º46'","ED50","37º11'55""","-3º46'4""","ETRS89","1009","REL",,,
"Churriana de la Vega","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º09'","-3º38'","ED50","37º8'55""","-3º38'4""","ETRS89","1026","REL",,,
"Cijuela","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º12'","-3º49'","ED50","37º11'55""","-3º49'4""","ETRS89","1009","REL",,,
"Cúllar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º35'","-2º34'","ED50","37º34'55""","-2º34'4""","ETRS89","0972","REL",,,
"Cúllar Vega","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º09'","-3º40'","ED50","37º8'55""","-3º40'4""","ETRS89","1026","REL",,,
"Deifontes","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º19'","-3º35'","ED50","37º18'55""","-3º35'4""","ETRS89","1009","REL",,,
"Dúrcal","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º59'","-3º33'","ED50","36º58'55""","-3º33'4""","ETRS89","1041","REL",,,
"Fuente Vaqueros","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º13'","-3º47'","ED50","37º12'55""","-3º47'4""","ETRS89","1009","REL",,,
"Gabia la Grande","spa","Oficial",,,"POBLA","Población 2","Las Gabias","Granada","Andalucía","37º08'","-3º39'","ED50","37º7'55""","-3º39'4""","ETRS89","1026","REL",,,
"Gójar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º06'","-3º36'","ED50","37º5'55""","-3º36'4""","ETRS89","1026","REL",,,
"Guadahortuna","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º33'","-3º23'","ED50","37º32'55""","-3º23'4""","ETRS89","0970","REL",,,
"Guadix","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º18'","-3º08'","ED50","37º17'55""","-3º8'4""","ETRS89","1011","REL",,,
"Güejar Sierra","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º09'","-3º26'","ED50","37º8'55""","-3º26'4""","ETRS89","1027","REL",,,
"Güevéjar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º15'","-3º36'","ED50","37º14'55""","-3º36'4""","ETRS89","1009","REL",,,
"Huéscar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º48'","-2º32'","ED50","37º47'55""","-2º32'4""","ETRS89","0950","REL",,,
"Huétor Tájar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º11'","-4º02'","ED50","37º10'55""","-4º2'4""","ETRS89","1008","REL",,,
"Huétor Vega","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º09'","-3º34'","ED50","37º8'55""","-3º34'4""","ETRS89","1026","REL",,,
"Illora","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º17'","-3º52'","ED50","37º16'55""","-3º52'4""","ETRS89","1008","REL",,,
"Iznalloz","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º23'","-3º31'","ED50","37º22'55""","-3º31'4""","ETRS89","0991","REL",,,
"Jun","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º13'","-3º36'","ED50","37º12'55""","-3º36'4""","ETRS89","1009","REL",,,
"Láchar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º12'","-3º50'","ED50","37º11'55""","-3º50'4""","ETRS89","1009","REL",,,
"Lanjarón","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º55'","-3º28'","ED50","36º54'55""","-3º28'4""","ETRS89","1042","REL",,,
"Loja","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º10'","-4º09'","ED50","37º9'55""","-4º9'4""","ETRS89","1025","REL",,,
"Maracena","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º12'","-3º39'","ED50","37º11'55""","-3º39'4""","ETRS89","1009","REL",,,
"Molvízar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º47'","-3º36'","ED50","36º46'55""","-3º36'4""","ETRS89","1055","REL",,,
"Montefrío","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º19'","-4º00'","ED50","37º18'55""","-4º0'4""","ETRS89","1008","REL",,,
"Montejícar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º34'","-3º30'","ED50","37º33'55""","-3º30'4""","ETRS89","0970","REL",,,
"Motril","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º44'","-3º31'","ED50","36º43'55""","-3º31'4""","ETRS89","1055","REL",,,
"Ogíjares","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º07'","-3º36'","ED50","37º6'55""","-3º36'4""","ETRS89","1026","REL",,,
"Órgiva","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º54'","-3º25'","ED50","36º53'55""","-3º25'4""","ETRS89","1042","REL",,"Orgiva","spa"
"Otura","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º05'","-3º37'","ED50","37º4'55""","-3º37'4""","ETRS89","1026","REL",,,
"Padul","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º01'","-3º37'","ED50","37º0'55""","-3º37'4""","ETRS89","1026","REL",,,
"Peligros","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º14'","-3º38'","ED50","37º13'55""","-3º38'4""","ETRS89","1009","REL",,,
"Pinos Puente","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º15'","-3º44'","ED50","37º14'55""","-3º44'4""","ETRS89","1009","REL",,,
"Puebla de Don Fadrique","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º57'","-2º26'","ED50","37º56'55""","-2º26'4""","ETRS89","0930","REL",,,
"Pulianas","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º13'","-3º36'","ED50","37º12'55""","-3º36'4""","ETRS89","1009","REL",,,
"Salar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º09'","-4º03'","ED50","37º8'55""","-4º3'4""","ETRS89","1025","REL",,,
"Salobreña","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º44'","-3º35'","ED50","36º43'55""","-3º35'4""","ETRS89","1055","REL",,,
"Santa Fe","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º11'","-3º43'","ED50","37º10'55""","-3º43'4""","ETRS89","1009","REL",,,
"Ugíjar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º57'","-3º03'","ED50","36º56'55""","-3º3'4""","ETRS89","1043","REL",,,
"Vélez de Benaudalla","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","36º50'","-3º30'","ED50","36º49'55""","-3º30'4""","ETRS89","1056","REL",,,
"Villanueva Mesía","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º13'","-4º01'","ED50","37º12'55""","-4º1'4""","ETRS89","1008","REL",,,
"La Zubia","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º07'","-3º35'","ED50","37º6'55""","-3º35'4""","ETRS89","1026","REL",,,
"Zújar","spa","Oficial",,,"POBLA","Población 2",,"Granada","Andalucía","37º32'","-2º50'","ED50","37º31'55""","-2º50'4""","ETRS89","0972","REL",,,
"Aljaraque","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º16'","-7º01'","ED50","37º15'55""","-7º1'4""","ETRS89","0999","REL",,,
"Almonte","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º15'","-6º30'","ED50","37º14'55""","-6º30'4""","ETRS89","1001","REL",,,
"Alosno","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º33'","-7º06'","ED50","37º32'55""","-7º6'4""","ETRS89","0959","REL",,,
"Aracena","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º53'","-6º33'","ED50","37º52'55""","-6º33'4""","ETRS89","0917","REL",,,
"Niebla","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º21'","-6º40'","ED50","37º20'55""","-6º40'4""","ETRS89","0982","REL",,,
"La Palma del Condado","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º23'","-6º33'","ED50","37º22'55""","-6º33'4""","ETRS89","0982","REL",,,
"Palos de la Frontera","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º13'","-6º53'","ED50","37º12'55""","-6º53'4""","ETRS89","0999","REL",,,
"Paterna del Campo","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º25'","-6º24'","ED50","37º24'55""","-6º24'4""","ETRS89","0983","REL",,,
"Puebla de Guzmán","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º36'","-7º14'","ED50","37º35'55""","-7º14'4""","ETRS89","0958","REL",,,
"Punta Umbría","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º10'","-6º57'","ED50","37º9'55""","-6º57'4""","ETRS89","0999","REL",,,
"Rociana del Condado","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º18'","-6º35'","ED50","37º17'55""","-6º35'4""","ETRS89","1000","REL",,,
"San Bartolomé de la Torre","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º26'","-7º06'","ED50","37º25'55""","-7º6'4""","ETRS89","0981","REL",,,
"San Juan del Puerto","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º19'","-6º50'","ED50","37º18'55""","-6º50'4""","ETRS89","1000","REL",,,
"Santa Olalla del Cala","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º54'","-6º14'","ED50","37º53'55""","-6º14'4""","ETRS89","0918","REL",,,
"Trigueros","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º23'","-6º49'","ED50","37º22'55""","-6º49'4""","ETRS89","0982","REL",,,
"Valverde del Camino","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º34'","-6º45'","ED50","37º33'55""","-6º45'4""","ETRS89","0960","REL",,,
"Villablanca","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º18'","-7º20'","ED50","37º17'55""","-7º20'4""","ETRS89","0998","REL",,,
"Villalba del Alcor","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º23'","-6º28'","ED50","37º22'55""","-6º28'4""","ETRS89","0983","REL",,,
"Villanueva de los Castillejos","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º30'","-7º16'","ED50","37º29'55""","-7º16'4""","ETRS89","0958","REL",,,
"Villarrasa","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º23'","-6º36'","ED50","37º22'55""","-6º36'4""","ETRS89","0982","REL",,,
"Zalamea la Real","spa","Oficial",,,"POBLA","Población 2",,"Huelva","Andalucía","37º40'","-6º39'","ED50","37º39'55""","-6º39'4""","ETRS89","0938","REL",,,
"Alcalá la Real","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º27'","-3º55'","ED50","37º26'55""","-3º55'4""","ETRS89","0990","REL",,,
"Alcaudete","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º35'","-4º05'","ED50","37º34'55""","-4º5'4""","ETRS89","0968","REL",,,
"Andújar","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º02'","-4º03'","ED50","38º1'55""","-4º3'4""","ETRS89","0904","REL",,,
"Arjona","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º56'","-4º03'","ED50","37º55'55""","-4º3'4""","ETRS89","0925","REL",,,
"Arjonilla","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º58'","-4º06'","ED50","37º57'55""","-4º6'4""","ETRS89","0925","REL",,,
"Arroyo del Ojanco","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º19'","-2º54'","ED50","38º18'55""","-2º54'4""","ETRS89","0886","REL",,,
"Baeza","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","37º59'","-3º28'","ED50","37º58'55""","-3º28'4""","ETRS89","0927","REL",,,
"Bailén","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º05'","-3º46'","ED50","38º4'55""","-3º46'4""","ETRS89","0905","REL",,,
"Baños de la Encina","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º10'","-3º46'","ED50","38º9'55""","-3º46'4""","ETRS89","0884","REL",,,
"Beas de Segura","spa","Oficial",,,"POBLA","Población 2",,"Jaén","Andalucía","38º15'","-2º53'","ED50","38º14'55""","-2º53'4""","ETRS89","0886","REL",,,
"Bedmar","spa","Oficial",,,"POBLA","Población 2","Bedmar y Garcíez","Jaén","Andalucía","37º49'","-3º24'","ED50","37º48'55""","-3º24'4""","ETRS89","0948","REL",,,
